word,count
ἐκλέγω,155
δύστηνος,155
πλάτος,155
Ἠλεῖος,154
θρασύς,154
εὔλογος,154
μέλισσα,154
ἄρτιος,154
γυμνάζω,153
ὑπακούω,153
ἐπιτηδεύω,153
πρόνοια,153
προΐστημι,153
δωρεά,153
παμπολύς,153
ἔμβρυον,153
ἀπωθέω,152
περιίστημι,152
ἁμαρτία,152
λυπηρός,152
κεφάλαιος,152
καταφεύγω,152
Σαλαμίς,152
προθυμία,152
Εὐρώπη,152
γυναικεῖος,152
ὑπέχω,152
βλαστάνω,152
ἐρῶ,152
ἁφή,152
ἐνεργέω,152
Καλλίας,151
μετέωρος,151
σελήνη,151
κλίνη,151
γυμνάσιον,151
ὀμφαλός,151
ἀληθεύω,151
τρίγωνος,151
οἰκοδομέω,150
πρόσκειμαι,150
φοιτάω,150
πλανάω,150
προθυμέομαι,150
ἄφρων,149
κριθή,149
εὐπορέω,149
ἀρτηρία,149
σαρκώδης,149
ἰκμάς,149
ἡσυχάζω,148
χάλκεος,148
ὑμήν,148
τοσόσδε,147
Διόνυσος,147
παρακελεύομαι,147
δειπνέω,147
Ὀδυσσεύς,147
ἱερεύς,147
στέαρ,147
πρᾶος,147
μειράκιον,147
Καμβύσης,146
ἄμπελος,146
πῆχυς,146
ἀμείβω,146
εὐλαβέομαι,146
προσδοκάω,146
ἀσφάλεια,145
τετρακόσιοι,145
στήλη,145
Μιλήσιος,145
διαβολή,145
ὑφίστημι,145
ἀπόκρισις,145
ἀπογράφω,145
ὀχεία,145
διαιτάω,144
προΐημι,144
ἐπιστέλλω,144
παροξύνω,144
ἔνδεια,144
ἐκτίνω,144
τόξον,144
θηρεύω,144
ἔνοχος,144
φλεγμαίνω,144
ὄρεξις,144
αἰσθητήριον,144
λόχος,143
δαπάνη,143
εὐτυχής,143
πλάσσω,143
ἅλς,143
ναυμαχέω,142
Μεγαρεύς,142
τόλμα,142
κριτής,142
καθίζω,142
καταλέγω,142
θεωρία,142
ψαύω,142
χιών,142
λαός,142
λουτρόν,142
Λυδός,142
ὁμολογία,141
θέω,141
διαιτητής,141
τραγῳδία,141
δυάς,141
χωριστός,141
εὐεργεσία,140
ὑποχωρέω,140
Φορμίων,140
μάθησις,140
προάγω,140
Ποσειδῶν,140
γεωργός,140
εὐχή,140
ἀκόλαστος,140
ἀδιαίρετος,140
τούτεος,140
πέλαγος,139
ἀντέχω,139
Σάμιος,139
ἐπικαλέω,139
διαμαρτάνω,139
σπείρω,139
φθίω,139
αἰθήρ,139
ὄις,139
προσλέγω,139
αὔτεος,139
τοξότης,138
νῶτον,138
Λακωνικός,138
πλουτέω,138
λύσις,138
τυφλός,138
ἀπελαύνω,138
Φρύξ,138
παρακρούω,138
φορέω,137
αἰχμάλωτος,137
κατοράω,137
δειλία,137
ἐκπλήσσω,137
κερδαίνω,137
Βορέας,137
λοχαγός,137
ῥυθμός,137
πυρός,137
ὕπτιος,137
ἔλαφος,137
πεύκη,137
ὑδαρής,137
οἴκησις,136
ἐγχειρέω,136
ἀνόητος,136
πάγος,136
σπάω,136
ἀναπνοή,136
πραγματεία,136
ἐνθύμημα,136
σύνθεσις,136
ἀμαθία,135
ὄψον,135
θώραξ,135
ἀτιμάζω,135
ἄχρηστος,135
ἐπιδέω,135
δουλεία,134
τυραννεύω,134
προοράω,134
Παυσανίας,134
διασῴζω,134
ἀργός,134
δημοτικός,134
σπάνιος,133
παραμένω,133
Ἄρτεμις,133
λυμαίνομαι,133
ταὐτός,133
κυρέω,133
σιωπάω,133
σήπω,133
κατάκειμαι,133
αἰδώς,132
ἱκνέομαι,132
Μίλητος,132
γνάθος,132
κάρα,132
κύω,132
ἀποτίνω,132
μείων,132
ἔνδοξος,132
νεφρός,132
ἐπωνυμία,131
ὁμιλία,131
στόλος,131
τροπή,131
ἐπιτελέω,131
βούλησις,131
παντοῖος,131
χείρων,131
σύμμετρος,131
ἀνατολή,131
ἔμπυος,131
αἴξ,131
ἐσθής,130
πεντακόσιοι,130
ἡγεμονία,130
Περικλῆς,130
κατακαίω,130
φάρυγξ,130
ἀγγεῖον,130
πῆμα,130
κέντρον,130
ὑγραίνω,130
χειροτονέω,130
ἐπικρατέω,129
φήμη,129
κατεργάζομαι,129
σπένδω,129
στέργω,129
πηγή,129
σύμβουλος,129
λόφος,129
διανέμω,129
ἄλφιτον,129
λυσιτελέω,129
ἐσθλός,129
παίζω,129
Αἰσχίνης,129
μεσότης,129
Χερσόνησος,128
εὐεργέτης,128
ὁρμή,128
καταψηφίζομαι,128
ἐπίτροπος,128
σύστασις,128
ὄνυξ,128
μιαρός,128
βαθύς,128
ἐγγυάω,128
ἆθλον,127
ἀπολαύω,127
Ἱπποκράτης,127
αὐλός,127
πρόβλημα,127
ἐπιχέω,127
φυτεύω,126
μηδέτερος,126
θόρυβος,126
Μακεδονία,126
φιλοσοφέω,126
διαλλάσσω,126
ἀνάξιος,126
δακρύω,126
ὄφελος,126
ἀντίφασις,126
ὑπόστασις,126
κατοικίζω,125
Αἰγινήτης,125
προβάλλω,125
Γλαύκων,125
ποθέω,125
πέπλος,125
ξίφος,125
διάθεσις,125
ἐνυπάρχω,125
φθαρτός,125
ὀνειδίζω,124
Θεμιστοκλῆς,124
κηρύσσω,124
ἠώς,124
σκηνή,124
Θρᾴκη,124
παιδικός,124
Εὐθύδημος,124
εὐδαιμονέω,124
ῥάχις,124
νέφος,124
εὐεργετέω,124
ἐκτείνω,124
φλαῦρος,124
ἐλάτη,124
Μαρδόνιος,124
στρατοπεδεύω,123
τριταῖος,123
ἀποδιδράσκω,123
χρησμός,123
ἐπανέρχομαι,123
Ἀπολλόδωρος,123
ἄπαις,123
σταθμός,123
ἴχνος,123
ζῴδιον,123
φαντασία,123
ἐπιχώριος,122
ἀπάτη,122
συγγραφή,122
ἔρις,122
μεσημβρία,122
κάλαμος,122
ἁλμυρός,122
ἀσθενέω,122
μοχθηρός,122
τρέχω,122
τύπος,122
ἐγχωρέω,122
θήρα,122
λειτουργέω,122
γραμματεῖον,122
τεταρταῖος,122
ἑλλέβορος,122
διαλεκτικός,122
αἰσθητικός,122
καταπλέω,121
τειχίζω,121
διίστημι,121
ἄσμενος,121
περιμένω,121
ἄκρα,121
σέβω,121
καθίημι,121
πλεονεξία,121
Ἑρμῆς,121
ἀγκών,121
ἄτη,121
ἀμφότεροι,121
θανάσιμος,121
κοιμάω,121
ὠχρός,121
κατεσθίω,121
πτύω,121
θαυμάσιος,121
Ἀστυάγης,121
ῥόφημα,121
τεκμαίρομαι,120
δέκατος,120
ὑποδέχομαι,120
γνῶσις,120
πίμπλημι,120
πέτομαι,120
ῥοή,120
ἀκρασία,120
λιβανωτός,120
κόπρος,120
ἐπίδεσις,120
ἐμπόριον,119
ἑβδομήκοντα,119
πεῖρα,119
ὁμιλέω,119
ἔφορος,119
ἐννέα,119
ἐπιδημέω,119
πενία,119
γεύω,119
πόντος,119
κάμπτω,119
ἀνώνυμος,119
ἄρκτος,119
νῆστις,119
ὄν,119
προέχω,118
γενεά,118
καταφανής,118
φιλοτιμία,118
Φαρνάβαζος,118
ἐλευθέριος,118
ἐπιτυγχάνω,118
Ἥρα,118
εὐήθης,118
καταγελάω,118
Μαντινεύς,118
ἔπειμι,118
χαλάω,118
ξανθός,118
τίνω,118
γυμναστικός,118
ὀρύσσω,117
ἕνδεκα,117
πιθανός,117
ἀναπαύω,117
συντείνω,117
παιδιά,117
δέμας,117
ζῶ,117
λέχος,117
φονεύς,117
ἀποδημέω,117
ῥητορικός,117
πάππος,117
πρακτικός,117
διάμετρος,117
μελίκρητον,117
στέλλω,116
δυστυχέω,116
κοινωνός,116
περιλαμβάνω,116
κλεινός,116
δάμαρ,116
μετρέω,116
λειτουργία,116
ἐγγυητής,116
ἄτομος,116
φάλαγξ,116
φλεγματώδης,116
καταμήνιος,116
οἰκίζω,115
καθέζομαι,115
αὐτάρκης,115
Μακεδών,115
ἀόριστος,115
ἐμφανής,115
Φιλοκράτης,115
Κλέαρχος,115
θαῦμα,115
ἐξαρκέω,115
βάσανος,115
βλαβερός,115
σχίζω,115
Κυαξάρης,115
τόυτεος,115
πουλλός,115
Θεσσαλία,114
ἀλκή,114
φρόνημα,114
κυβερνήτης,114
ταπεινός,114
ἐνίστημι,114
ξενικός,114
μικρότης,114
ἰσότης,114
παρακολουθέω,114
φλοιός,114
στόμαχος,114
ἀσθένεια,113
περιπίπτω,113
ἀμαθής,113
συστρατεύω,113
σφοδρός,113
ἀνεψιός,113
Θησεύς,113
καῦμα,113
θορυβέω,113
γείτων,113
νεανίσκος,113
εὔθυνα,113
συκῆ,113
ζήτησις,112
λιμός,112
τηρέω,112
πάχος,112
ἀκροάομαι,112
δίψα,112
χρώς,112
μυριάς,112
τλάω,112
χρέος,112
θιγγάνω,112
ἔνυδρος,112
ἐγκωμιάζω,112
συλλαβή,112
φλέβιον,112
παράγω,111
συνέχω,111
ὑπηρέτης,111
καπνός,111
λεκτέος,111
ἐντελέχεια,111
ἀνασκευάζω,110
φίλιος,110
αὐτόνομος,110
ἐξηγέομαι,110
ἐπίκειμαι,110
ὑπερβαίνω,110
μέτωπον,110
Ἀσσύριος,110
ἀποτέμνω,110
βλέφαρον,110
ἀσπάζομαι,110
πτηνός,110
μυκτήρ,110
ῥινόν,110
Κερκυραῖος,109
μελέτη,109
αἰών,109
ἐπερωτάω,109
ζηλόω,109
γυμνός,109
ἥρως,109
σωτήρ,109
πλάγιος,109
ὀβολός,109
θήρ,109
αἰδέομαι,109
Λύσανδρος,109
ὑπόληψις,109
σκόροδον,109
ὀπός,109
Θεαίτητος,109
ὑπόλοιπος,108
μέτοικος,108
ὑπεναντίος,108
εὐνή,108
διαδίδωμι,108
νόμισμα,108
εὐφραίνω,108
φοῖνιξ,108
ἄκανθα,108
συμβόλαιον,108
διαφανής,108
ἔλλειψις,108
χρηστήριον,107
Νεῖλος,107
εὐγενής,107
οἴκημα,107
φιλότιμος,107
ἀποκρύπτω,107
ἄφθονος,107
δρῦς,107
πέδον,107
ἄφωνος,107
Οἰδίπους,107
μαθητής,107
Γοργίας,107
ὄρχις,107
κατάφασις,107
θανατώδης,107
Ἰωνία,106
γέρας,106
φρουρέω,106
ἐγκαταλείπω,106
ἐπιτολή,106
Ῥόδος,106
σκοπός,106
στένω,106
ἀίσσω,106
Ἔρως,106
Ἕκτωρ,106
σύνθετος,106
φθίσις,106
μέθοδος,106
φόρος,105
ἀτυχέω,105
Αἴγινα,105
κρήνη,105
κακουργέω,105
θέρμη,105
ὁμώνυμος,105
ὑπάγω,105
ἐπαγωγή,105
ἐξανίστημι,105
σφαγή,105
συνδοκέω,105
ἀπειλέω,105
μέλεος,105
μόρος,105
μυελός,105
δάφνη,105
εἴδωλον,105
δημηγορέω,105
πολύπους,105
ἐπιβαίνω,104
ἐπιγράφω,104
Κρήτη,104
ὑπομιμνῄσκω,104
ἀκολασία,104
ἐπιφαίνω,104
εὐσεβής,104
δέσποινα,104
θρόνος,104
ταῦρος,104
εἰσπράσσω,104
μεταφορά,104
ἐντέλλω,104
Ἀττικός,103
προίημι,103
μέλαθρον,103
μάταιος,103
ἁμός,103
ἐνύπνιον,103
μανός,103
Δωριεύς,102
κακόω,102
ἐπιλέγω,102
ὑποζύγιον,102
νότος,102
τριήραρχος,102
μόνον,102
ἀνύω,102
σιγή,102
Σεύθης,102
πρεσβύτης,102
προστάτης,102
ἀκόλουθος,102
αἰνέω,102
κατατείνω,102
ἀράσσω,102
γλίσχρος,102
Στέφανος,102
φῦμα,102
βουβών,102
θαλάσσιος,101
ἐρημία,101
πορθέω,101
ἐπείγω,101
μίμησις,101
διακωλύω,101
ἥβη,101
ὑποπτεύω,101
διαφυλάσσω,101
ἐπιλείπω,101
Εὐριπίδης,101
νεοσσός,101
θηράω,101
συκοφάντης,101
κατηγορικός,101
ἀκμάζω,100
Βοιωτία,100
δέος,100
συγγένεια,100
ἐμπίμπρημι,100
πηλός,100
Πλαταιεύς,100
δεξιά,100
Κλέων,100
δυναστεία,100
ἀσεβέω,100
δυστυχής,100
εἶμι,100
προτείνω,100
βόρειος,100
ὄστρακον,100
νοητός,100
Ὁκότης,100
ἱκέτης,99
κατάγνυμι,99
δισχίλιοι,99
Κλεομένης,99
ὑπείκω,99
ἐνδίδωμι,99
Βρασίδας,99
ἀριθμέω,99
χεῖλος,99
διόλλυμι,99
ἄδεια,99
δασύς,99
ὄγδοος,99
ἐναντίωσις,99
ὀπτός,99
φάσις,99
περιπατέω,99
ἑψέω,99
διαχώρημα,99
Μηδικός,98
ὀγδοήκοντα,98
παραπλέω,98
σείω,98
σφάζω,98
ὁπλίζω,98
Σιμωνίδης,98
στέγη,98
φωνέω,98
ῥέπω,98
κατακλίνω,98
παχύνω,98
ῥητίνη,98
χαλεπαίνω,97
παρατάσσω,97
φείδομαι,97
δαπανάω,97
σκευάζω,97
κενόω,97
εὐπορία,97
πλάγιον,97
κράς,97
πῶλος,97
ἄλγος,97
Καδμεῖος,97
πραγματεύομαι,97
ἀφορίζω,97
Δίων,97
Ἰσχόμαχος,97
Κριτόβουλος,97
παθητικός,97
ἀκρίβεια,96
ἀνευρίσκω,96
ἀξίωμα,96
εἰσφορά,96
προσίημι,96
ἄνοια,96
ὀλιγωρέω,96
πόθος,96
τελειόω,96
Εὐκτήμων,96
πτέρυξ,96
δωρέω,96
γόος,96
καταγέλαστος,96
δόγμα,96
ἀποψηφίζομαι,96
Ἀφροδίσιος,96
ἐπονομάζω,95
ἐπίκουρος,95
ἄμαξα,95
ἔμπορος,95
προδότης,95
βούλευμα,95
Ἀφροδίτη,95
τυραννικός,95
ἐφάπτω,95
διίημι,95
ὀρθότης,95
κατάτασις,95
Ἴλιον,94
σεισμός,94
Ἀμφίπολις,94
ἀνδριάς,94
ἀκμή,94
Κόνων,94
ἐκτρέφω,94
διδακτός,94
κόμη,94
μοναρχία,94
ἐγχέω,94
ἐπιορκέω,94
δωρειά,94
Κρίτων,94
περίπατος,94
δεκτικός,94
ἀναθυμίασις,94
Ἵππαρχος,93
ὑμνέω,93
σύνεσις,93
ἀναμένω,93
Κύπρος,93
φρουρά,93
ἔνατος,93
παρατίθημι,93
τάφρος,93
φιάλη,93
κύαμος,93
λέκτρον,93
λόγχη,93
λύκος,93
πόα,93
περιφερής,93
ἀπαγορεύω,93
πέσσω,93
κύμινον,93
ῥόδινος,93
συγγράφω,92
Περσικός,92
σύμφορος,92
ἀστήρ,92
Λάκων,92
ἀκούσιος,92
πρόκλησις,92
δυσχερής,92
πρύτανις,92
ὀλιγαρχικός,92
ἐπανορθόω,92
ναίω,92
ἀμήχανος,92
θέμις,92
νουθετέω,92
ἑλκόω,92
χήν,92
νότιος,92
πυρία,92
γεωργία,91
τρισχίλιοι,91
ζεύγνυμι,91
εὐώνυμος,91
δηϊόω,91
χειρόω,91
συγκαλέω,91
καθήκω,91
ἀναστρέφω,91
ἑβδομαῖος,91
λεία,91
κῦμα,91
θέατρον,91
ἐκμανθάνω,91
οἰκτρός,91
ἁπαλός,91
ἄγαμαι,91
ποίημα,91
Εὐβουλίδης,91
ὁρατός,91
διψάω,91
σέλινον,91
καταφατικός,91
συνήθης,90
πρέσβις,90
ἄργυρος,90
αἱματώδης,90
τομή,90
ἄκυρος,90
ἀτιμία,90
μαντικός,90
εἶπον,90
λεύσσω,90
δυσχεραίνω,90
πεντεκαίδεκα,90
Μειδίας,90
λεπτύνω,90
χιτών,89
κτίζω,89
δουλόω,89
Πεισίστρατος,89
μετέρχομαι,89
ἀνάλωμα,89
Λίβυς,89
παραβάλλω,89
καρπόω,89
πολλαπλάσιος,89
γεωργέω,89
σχολάζω,89
ἐξαγγέλλω,89
ἀναβάλλω,89
ζεῦγος,89
πιπράσκω,89
Θρασύβουλος,89
Δημήτηρ,89
χέω,89
ὀνίνημι,89
ἵζω,89
κηδεστής,89
κλείς,89
περιφορά,89
ἀτυχία,89
δαιμόνιος,89
Τίμαρχος,89
θερινός,89
χράομαι,89
σπόγγος,89
νομοφύλαξ,89
ἀντίπαλος,88
προβαίνω,88
ἀπαθής,88
ἀποχράω,88
δόσις,88
ἐνδέω,88
φῦσα,88
Παλλάς,88
διαλαμβάνω,88
ἀντίδικος,88
πνίγω,88
Δημόκριτος,88
Ἀγάθων,88
Ἀρμένιος,88
πόμα,88
ἀδυνατέω,88
Σιμμίας,88
Κέβης,88
Ος,88
ἀνθέω,87
ἔμφρων,87
ἀναπείθω,87
ὕψος,87
περιπλέω,87
χειμερινός,87
ἀκοντίζω,87
τέκτων,87
κήδω,87
ὁμόνοια,87
Ἡρακλέης,87
ἐξαιτέω,87
ἱστορέω,87
καμπή,87
μῦς,87
βέλτιστος,87
ὑπόδημα,87
κόραξ,87
περιπλευμονία,87
ἀπλῶς,87
προσκαλέω,86
ἀπατάω,86
βῆμα,86
ἐρώτημα,86
θεράπων,86
ἀποστρέφω,86
διασπάω,86
κληρόω,86
ἀρνέομαι,86
Λοξίας,86
Αἴας,86
Χαρίδημος,86
ὄζω,86
ἠθικός,86
κατασκευή,85
φρουρός,85
ὑποψία,85
ἐπισκήπτω,85
κορυφή,85
ἀριστοκρατία,85
ταξίαρχος,85
δόλος,85
μεθύω,85
νεῖκος,85
ὀρφανός,85
δεύω,85
μασχάλη,85
Χειρίσοφος,85
κενεών,85
ἐπιστητός,85
αὐστηρός,85
ὑφαιρέω,84
ἐπιπίπτω,84
εἰσαγγέλλω,84
ἁγνός,84
ἐπικίνδυνος,84
ἀκροατής,84
ἀναγράφω,84
μετόπωρον,84
αὐγή,84
φάντασμα,84
ἀετός,84
ἑός,84
κυρία,84
Πασίων,84
ἐναργής,84
γεωμετρία,84
ἀναλογία,84
Κριτίας,84
κηρίον,84
οἰδέω,84
ἐλάχιστος,84
ἄφθαρτος,84
προσθετός,84
ἀλείφω,83
ὑπήκοος,83
ψόγος,83
ἀπειρία,83
ταλαιπωρέω,83
μνῆμα,83
Μένων,83
καρτερέω,83
ἀνάστατος,83
Κύπρις,83
σύγγονος,83
αὐδάω,83
ὄνειρος,83
καταθνῄσκω,83
ἔντιμος,83
κόσμιος,83
βιβλίον,83
ἀμφισβήτησις,83
Ἄμασις,83
κινητικός,83
ἐπαινετός,83
ὕδρωψ,83
λῃστής,82
ἐπιπλέω,82
προπέμπω,82
ἀπαλλαγή,82
διαπορεύω,82
ξύλινος,82
ἀποκλείω,82
Θεόδωρος,82
Ἡράκλειος,82
πνοή,82
Συράκουσαι,82
κεράννυμι,82
πάτρα,82
τύμβος,82
δεῖνα,82
κῶλον,82
περάω,82
ἱππεύω,82
Καλλικλῆς,82
Διονυσόδωρος,82
κηρός,82
Θρασύμαχος,82
πεπερασμένον,82
ἀφορμή,81
ἀνάθημα,81
βροντή,81
τοξεύω,81
τριηραρχέω,81
φυλακός,81
περιτίθημι,81
Ὀλύνθιος,81
πρόσθεσις,81
μυχός,81
πατάσσω,81
ταλαίπωρος,81
ἑταίρα,81
μόχθος,81
ἀρά,81
σύμφημι,81
σκιά,81
κρόταφος,81
πλησμονή,81
μέθη,81
πρόσθιος,81
θεσμοθέτης,81
ῥοφέω,81
λογιστικός,81
σικύα,81
ἄναιμος,81
συνέπομαι,80
περιαιρέω,80
γέφυρα,80
βουλευτήριον,80
Κρής,80
Μυτιληναῖος,80
πειθώ,80
Πύλος,80
τυρός,80
θέα,80
Πυθία,80
ἐπιφάνεια,80
Λυκοῦργος,80
σύμφωνος,80
ἐχῖνος,80
Νέαιρα,80
πολυχρόνιος,80
νόησις,80
ῥητορική,80
πομπή,79
ταραχώδης,79
προσχωρέω,79
Μιλτιάδης,79
εὐμενής,79
ἐπακολουθέω,79
ἄνθραξ,79
ἀλλοῖος,79
ῥύομαι,79
θυμόω,79
ὀδυνάω,79
συνοράω,79
ὑποστροφή,79
σῦκον,79
Αἰθίοψ,79
ἱδρόω,79
Γωβρύας,79
Ἀκαρνάν,78
παράπλοος,78
χρηματίζω,78
στρατηγία,78
εἰσπίπτω,78
ἐνδύω,78
ὑποστρέφω,78
ὄλεθρος,78
Ἡρακλείδης,78
ἐμβαίνω,78
οὐράνιος,78
ἀναίδεια,78
ἐπιλανθάνω,78
ἀπειθέω,78
δύσκολος,78
ἐρώτησις,78
Βαβυλών,78
ἔντομος,78
κόκκος,78
ἰητρεύω,78
προχωρέω,77
ἐπιβουλή,77
Μεσσήνιος,77
ἐμβολή,77
λύχνος,77
μαντεύομαι,77
εὖρος,77
στολή,77
πλείων,77
δυσμενής,77
Ἀτρείδης,77
Τιμόθεος,77
Ἐμπεδοκλῆς,77
συμφωνέω,77
μίξις,77
εὐρύς,77
Πλάτων,77
γωνία,77
Ἰνδός,77
λευκόν,77
ἀσώδης,77
σωματικός,77
ἀποικία,76
Λοκροί,76
εἰσβαίνω,76
βεβαιόω,76
φονεύω,76
ἀναίσθητος,76
τέμενος,76
ὀρθόω,76
ὑπεύθυνος,76
διανοέομαι,76
εἰκοστός,76
Ἀρίσταρχος,76
νύμφη,76
οὔτις,76
παρρησία,76
κακοδαίμων,76
Κάδμος,76
ἀπεικάζω,76
προσάπτω,76
πόλος,76
οὐρά,76
στοχάζομαι,76
φιλοτιμέομαι,76
προσρέπω,76
γραμματικός,76
ἀδυναμία,76
πλευρῖτις,76
ἔνστασις,76
ψῦξις,76
Ἰσθμός,75
Πολυκράτης,75
ὅμορος,75
ἑξακόσιοι,75
Βυζάντιος,75
ὡραῖος,75
φρούριον,75
νέω,75
ἐφέπω,75
ἀσκός,75
λῆψις,75
πολέμαρχος,75
κόπος,75
συσκευάζω,75
ὁμονοέω,75
μῆλον,75
θνήσκω,75
κασίγνητος,75
σχέτλιος,75
τέρας,75
στέρνον,75
βάπτω,75
μεγαλοπρεπής,75
ἐπίδοσις,75
πειρατέον,75
παραφρονέω,75
Ἰφικράτης,75
στέλεχος,75
πράσον,75
προνοέω,74
σύλλογος,74
ἥσυχος,74
Τιμοκράτης,74
τέρπω,74
δαιμόνιον,74
ὁμοιόω,74
οἶκτος,74
προοίμιον,74
ἀνασπάω,74
φυσάω,74
μετατίθημι,74
πυκνότης,74
καταπλάσσω,74
πόντιος,74
ἕρπω,74
ὑπέρχομαι,74
τροχός,74
λωτός,74
μίμημα,74
ἰσχναίνω,74
ἄγρυπνος,74
ἐνοχλέω,74
ἀντιβολέω,74
μοχθηρία,74
διαίρω,74
φράτηρ,74
λάχανον,74
δυσεντερία,74
σπασμώδης,74
Περδίκκας,73
ἐπινοέω,73
φθινόπωρον,73
ταλαιπωρία,73
ὄρνεον,73
συγγιγνώσκω,73
ἁρπαγή,73
θεατής,73
εὐσέβεια,73
διέξοδος,73
διατάσσω,73
δεσμωτήριον,73
δελφίς,73
εἴσοδος,73
δέρκομαι,73
ξένιος,73
πότνια,73
μαντεία,73
οἰκτίρω,73
νάρθηξ,73
εἰσποιέω,73
ἀπονέμω,73
τεχνικός,73
χαρίεις,73
ἐμποδίζω,73
ἐλέφας,73
Κτήσιππος,73
διαπορέω,73
συμφύω,73
ἐλατήριος,73
περίσσωμα,73
Μαραθών,72
εἰσπλέω,72
ἀνθρώπειος,72
Ὀλύμπιος,72
ἀντιτάσσω,72
δίειμι,72
ἔλεος,72
Ἡσίοδος,72
δημοκρατέομαι,72
μεταπίπτω,72
καρκίνος,72
Κρέων,72
νοσώδης,72
δράκων,72
ἑστιάω,72
ἀηδής,72
ἀπορρέω,72
ἀνελεύθερος,72
κάμηλος,72
παρασάγγης,72
σκώληξ,72
ὁρίζων,72
κάραβος,72
προγίγνομαι,71
Δῆλος,71
σκῆπτρον,71
πρόοιδα,71
Χαλκιδεύς,71
προαγορεύω,71
βρῶμα,71
πεντακισχίλιοι,71
ἐρωτικός,71
ἐπίλοιπος,71
περιφέρω,71
Θηραμένης,71
ἅλας,71
ἰχθύς,71
πανοῦργος,71
στάζω,71
ἦμαρ,71
Ἐρινύς,71
ἑλίσσω,71
βρέχω,71
γόνιμος,71
ἀνατρέπω,71
εὐφυής,71
ἐπιρρέω,71
μᾶζα,71
πτερύγιον,71
συμφωνία,71
εἴκω,70
φιλονικία,70
διαρπάζω,70
Ποτείδαια,70
ἀχρεῖος,70
Λεωκράτης,70
ἑστία,70
εἰσβολή,70
παρανομέω,70
κλῖμαξ,70
ἀναφαίνω,70
ἀνέρχομαι,70
κισσός,70
ἀναιδής,70
σκώπτω,70
φρίκη,70
ἐπώνυμος,70
βασίλειον,70
Αἴγισθος,70
ῥάκος,70
Κερσοβλέπτης,70
χρίω,70
ὕω,70
ποιότης,70
ἰσχνός,70
Φαῖδρος,70
κρᾶσις,70
ἰχώρ,70
θεωρητικός,70
κατάψυξις,70
μῖσος,69
ὅμηρος,69
ἐπιτροπεύω,69
συνομολογέω,69
δικαιόω,69
οἰάω,69
συνακολουθέω,69
κρατήρ,69
πῶμα,69
Πρίαμος,69
ἀρήγω,69
νεανίας,69
ἐρείδω,69
κλέπτης,69
πυρρός,69
ἀσεβής,69
προσφύω,69
ψυχρότης,69
Ἑρμογένης,69
Δικαιογένης,69
διψώδης,69
κακοῦργος,68
περιποιέω,68
ἀπιστία,68
Κέρκυρα,68
θαρσαλέος,68
ὁμαλός,68
μόνιμος,68
βόσκημα,68
βόειος,68
πυρέσσω,68
πλησίος,68
χαλινός,68
φροντίς,68
πηδάω,68
ἄξων,68
δούλη,68
εὐδία,68
ἀριστάω,68
Κλεισθένης,68
κληρονόμος,68
ληρέω,68
πίων,68
χάσκω,68
νομή,68
σμῆνος,68
αἱμορραγέω,68
κωματώδης,68
νείαιρα,68
Κάρ,67
ἐπιμελής,67
Φλιάσιος,67
μισθοφόρος,67
ἀγγελία,67
ἀντιλαμβάνω,67
ῥώννυμι,67
διαχέω,67
βρόχος,67
δεῖμα,67
ὑδατώδης,67
συμπράσσω,67
ἀποσπάω,67
λίνος,67
κατάδηλος,67
αὐλητής,67
καταισχύνω,67
οἰωνός,67
ταμίας,67
ἐπιλανθάνομαι,67
φανάω,67
θηριώδης,67
μυρσίνη,67
ἐγκράτεια,67
ἀτέλεια,67
προσγράφω,67
ὀρχέομαι,67
καταχέω,67
σύστημα,67
ζῳοτόκος,67
καῦσος,67
καρτερός,66
ἐπίπονος,66
σῶς,66
ἐλασσόω,66
σῆμα,66
αὐτοκράτωρ,66
τρίπους,66
ναύκληρος,66
ταφή,66
ναύαρχος,66
κέλευθος,66
Ἴστρος,66
ἀδελφιδέος,66
Μεσσήνη,66
ὑπεροράω,66
φροῦδος,66
ἄχος,66
ἐπιστάτης,66
ψοφέω,66
σφυρόν,66
παράδοξος,66
φενακίζω,66
διατείνω,66
κέγχρος,66
ἐπιπίνω,66
θυμοειδής,66
σφαιροειδής,66
ἠρεμία,66
πρακτός,66
πτισάνη,66
νίτρον,66
φλεγμονή,66
ὀνομαστός,65
ἀκρωτήριον,65
Ἀρχίδαμος,65
σύνοδος,65
θράσος,65
ἀφροσύνη,65
διαμάχομαι,65
διάρροια,65
λήθη,65
ἄκριτος,65
λοιδορία,65
ἀοιδή,65
σθένω,65
ἑνδέκατος,65
τροφός,65
κραίνω,65
σῦριγξ,65
συνδέω,65
θησαυρός,65
μάκαρ,65
εὕδω,65
γηράσκω,65
καταψεύδομαι,65
διαπονέω,65
φιλάνθρωπος,65
μικτός,65
Παρμενίδης,65
ἐπιμελητής,65
διαθερμαίνω,65
ῥάβδος,65
κυπάρισσος,65
βήσσω,65
χύτρα,65
στρυφνός,65
ἴς,65
σκληρότης,65
Γαδάτας,65
ἁπτός,65
πτῶσις,65
ἕλος,64
Λέσβος,64
θάρσος,64
καταδουλόω,64
κατάσκοπος,64
τετράγωνος,64
ἄντρον,64
τεῦχος,64
μεταβαίνω,64
Συρία,64
φιλανθρωπία,64
οὐδαμός,64
ἀπόφημι,64
λαγώς,64
